,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date
28,Kasih Slow,Nonna 3In1,,,,29,269506,2020-06-06 00:00:00+00:00,-1.14285714285714,26.0,14,2020-06-02 00:00:00+00:00,93,21,303951,2020-05-30 00:00:00+00:00,29,269506,2020-06-06 00:00:00+00:00
29,Moto,Diler Kharkiya,28227735.0,Dil Music,2020-01-06 00:00:00+00:00,30,266789,2020-06-06 00:00:00+00:00,1.57142857142857,25.0,19,2020-06-02 00:00:00+00:00,56,41,170090,2020-05-30 00:00:00+00:00,30,266789,2020-06-06 00:00:00+00:00
30,Sweet and Salty,goalsounds,,,,31,261074,2020-06-06 00:00:00+00:00,-2.28571428571429,27.0,5,2020-05-20 00:00:00+00:00,50,15,407521,2020-05-30 00:00:00+00:00,31,261074,2020-06-06 00:00:00+00:00
31,Play Date,Melanie Martinez,15090401.0,Atlantic Records,2015-08-14 00:00:00+00:00,32,250883,2020-06-06 00:00:00+00:00,-1.42857142857143,28.0,12,2020-06-02 00:00:00+00:00,80,22,287763,2020-05-30 00:00:00+00:00,32,250883,2020-06-06 00:00:00+00:00
32,MUA！,biancajramirez123,,,,33,246413,2020-06-06 00:00:00+00:00,-2.0,30.0,13,2020-05-13 00:00:00+00:00,123,19,334290,2020-05-30 00:00:00+00:00,33,246413,2020-06-06 00:00:00+00:00
33,2002 (Remix),Jayrous Morales,19411575.0,Shaun Reynolds,2018-05-11 00:00:00+00:00,34,238162,2020-06-06 00:00:00+00:00,-1.42857142857143,31.0,7,2020-04-01 00:00:00+00:00,128,24,271017,2020-05-30 00:00:00+00:00,34,238162,2020-06-06 00:00:00+00:00
34,GOOBA,6ix9ine,29355561.0,Scumgang Records,2020-05-08 00:00:00+00:00,35,234310,2020-06-06 00:00:00+00:00,-1.42857142857143,32.0,20,2020-05-27 00:00:00+00:00,62,25,268388,2020-05-30 00:00:00+00:00,35,234310,2020-06-06 00:00:00+00:00
35,Lose Control,Meduza & Becky Hill & Goodboys,25866511.0,Virgin,2019-10-11 00:00:00+00:00,36,205863,2020-06-06 00:00:00+00:00,-1.0,33.0,5,2020-04-16 00:00:00+00:00,133,29,246282,2020-05-30 00:00:00+00:00,36,205863,2020-06-06 00:00:00+00:00
36,ROCKSTAR DABABY FT RODDY RICH,calegoes,,,,37,197756,2020-06-06 00:00:00+00:00,,34.0,32,2020-06-10 00:00:00+00:00,25,35,198102,2020-06-03 00:00:00+00:00,37,197756,2020-06-06 00:00:00+00:00
37,feeling,BCD Studio-LI,,,,38,195410,2020-06-06 00:00:00+00:00,-0.428571428571429,36.0,14,2020-02-12 00:00:00+00:00,150,35,194112,2020-05-30 00:00:00+00:00,38,195410,2020-06-06 00:00:00+00:00
38,Hips Dont Lie by Shakira,goalsounds,15778873.0,Now! Music,2015-06-19 00:00:00+00:00,39,181470,2020-06-06 00:00:00+00:00,-0.285714285714286,35.0,27,2020-04-09 00:00:00+00:00,99,37,186509,2020-05-30 00:00:00+00:00,39,181470,2020-06-06 00:00:00+00:00
39,I'm Just a Kid,Simple Plan,15073090.0,Rhino Atlantic,2018-04-06 00:00:00+00:00,40,181015,2020-06-06 00:00:00+00:00,-1.71428571428571,37.0,7,2020-04-29 00:00:00+00:00,135,28,258788,2020-05-30 00:00:00+00:00,40,181015,2020-06-06 00:00:00+00:00
40,Let's Do It Again,J Boog,15953367.0,Washhouse Hawaii,2011-09-27 00:00:00+00:00,41,179795,2020-06-06 00:00:00+00:00,-2.57142857142857,38.0,3,2020-05-10 00:00:00+00:00,74,23,279223,2020-05-30 00:00:00+00:00,41,179795,2020-06-06 00:00:00+00:00
41,Я дома,Даня Милохин,29186662.0,Wildjam Music,2020-04-24 00:00:00+00:00,42,168674,2020-06-06 00:00:00+00:00,-1.57142857142857,39.0,24,2020-06-02 00:00:00+00:00,53,31,230546,2020-05-30 00:00:00+00:00,42,168674,2020-06-06 00:00:00+00:00
42,Summer Time (Cute),不死川的散彈槍,,,,43,162324,2020-06-06 00:00:00+00:00,10.1428571428571,40.0,37,2020-06-02 00:00:00+00:00,82,114,71299,2020-05-30 00:00:00+00:00,43,162324,2020-06-06 00:00:00+00:00
43,Bagaikan Langit（cover）,_ucil👑,,,,44,160962,2020-06-06 00:00:00+00:00,-1.57142857142857,42.0,1,2020-02-12 00:00:00+00:00,118,33,221993,2020-05-30 00:00:00+00:00,44,160962,2020-06-06 00:00:00+00:00
44,Surrender,Natalie Taylor,14341447.0,Natalie Taylor,2015-10-29 00:00:00+00:00,45,160444,2020-06-06 00:00:00+00:00,-0.857142857142857,41.0,25,2020-06-10 00:00:00+00:00,121,39,178122,2020-05-30 00:00:00+00:00,45,160444,2020-06-06 00:00:00+00:00
45,whats ya name,graceisdeadd,,,,46,157902,2020-06-06 00:00:00+00:00,,,46,2020-06-06 00:00:00+00:00,31,46,157902,2020-06-06 00:00:00+00:00,46,157902,2020-06-06 00:00:00+00:00
46,Genda Phool,Badshah feat. Payal Dev,28844457.0,Sony Music Entertainment India Pvt. Ltd.,2020-03-26 00:00:00+00:00,47,157345,2020-06-06 00:00:00+00:00,-1.28571428571429,54.0,16,2020-06-11 00:00:00+00:00,27,38,182920,2020-05-30 00:00:00+00:00,47,157345,2020-06-06 00:00:00+00:00
47,Happy Birthday,Vitamin A,29101133.0,Vitamin A,2016-04-20 00:00:00+00:00,48,155109,2020-06-06 00:00:00+00:00,2.57142857142857,44.0,36,2020-06-02 00:00:00+00:00,57,66,114799,2020-05-30 00:00:00+00:00,48,155109,2020-06-06 00:00:00+00:00
48,Pump,Valentino Khan,16090524.0,Mad Decent,2017-05-26 00:00:00+00:00,49,148873,2020-06-06 00:00:00+00:00,-0.428571428571429,45.0,15,2020-02-17 00:00:00+00:00,152,46,147478,2020-05-30 00:00:00+00:00,49,148873,2020-06-06 00:00:00+00:00
49,Goa Beach,Tony Kakkar,28457120.0,Desi Music Factory,2020-02-11 00:00:00+00:00,50,148438,2020-06-06 00:00:00+00:00,0.857142857142857,43.0,5,2020-05-09 00:00:00+00:00,80,56,126001,2020-05-30 00:00:00+00:00,50,148438,2020-06-06 00:00:00+00:00
50,"1, 2, 3, 4 (One, Two, Three, Four) - Fun Elektro Mix",Funbeat,21819135.0,Gardenia Records,2012-01-01 00:00:00+00:00,51,147581,2020-06-06 00:00:00+00:00,-1.0,47.0,31,2020-06-02 00:00:00+00:00,151,44,153718,2020-05-30 00:00:00+00:00,51,147581,2020-06-06 00:00:00+00:00
51,Make Some TikTok,TikTok,24008840.0,DANCEANDLOVE,2019-05-22 00:00:00+00:00,52,144166,2020-06-06 00:00:00+00:00,2.57142857142857,48.0,29,2020-02-26 00:00:00+00:00,150,70,112750,2020-05-30 00:00:00+00:00,52,144166,2020-06-06 00:00:00+00:00
52,nursery,bbno$,22461520.0,no records,2019-01-25 00:00:00+00:00,53,144151,2020-06-06 00:00:00+00:00,-2.42857142857143,46.0,29,2020-06-02 00:00:00+00:00,69,36,186665,2020-05-30 00:00:00+00:00,53,144151,2020-06-06 00:00:00+00:00
53,Hareudang Panas,TetehAcaaa,29504443.0,Indiefy,2020-05-11 00:00:00+00:00,54,140337,2020-06-06 00:00:00+00:00,-1.71428571428571,50.0,16,2020-05-04 00:00:00+00:00,68,42,165360,2020-05-30 00:00:00+00:00,54,140337,2020-06-06 00:00:00+00:00
54,mua mua,Miya쌤,,,,55,138761,2020-06-06 00:00:00+00:00,-1.71428571428571,49.0,3,2020-06-10 00:00:00+00:00,144,43,163257,2020-05-30 00:00:00+00:00,55,138761,2020-06-06 00:00:00+00:00
55,Break My Heart,Dua Lipa,28844347.0,Warner Records,2020-03-25 00:00:00+00:00,56,134379,2020-06-06 00:00:00+00:00,0.571428571428571,52.0,41,2020-06-02 00:00:00+00:00,117,60,120975,2020-05-30 00:00:00+00:00,56,134379,2020-06-06 00:00:00+00:00
56,Bass Da Da Da,Shou,28795552.0,Headass Records,2020-03-13 00:00:00+00:00,57,134264,2020-06-06 00:00:00+00:00,3.42857142857143,51.0,43,2020-06-02 00:00:00+00:00,67,81,103046,2020-05-30 00:00:00+00:00,57,134264,2020-06-06 00:00:00+00:00
57,Ah Eh,queen_zyon1,,,,58,120575,2020-06-06 00:00:00+00:00,10.1428571428571,68.0,21,2020-06-11 00:00:00+00:00,68,129,61119,2020-05-30 00:00:00+00:00,58,120575,2020-06-06 00:00:00+00:00
58,ily (i love you baby),Surf Mesa,27755710.0,Surf Mesa,2019-11-26 00:00:00+00:00,59,117855,2020-06-06 00:00:00+00:00,0.0,55.0,27,2020-07-02 00:00:00+00:00,99,59,121043,2020-05-30 00:00:00+00:00,59,117855,2020-06-06 00:00:00+00:00
59,Savage Remix,Megan Thee Stallion,29249430.0,300 Entertainment,2020-04-29 00:00:00+00:00,60,116450,2020-06-06 00:00:00+00:00,,57.0,53,2020-06-08 00:00:00+00:00,54,60,114957,2020-06-04 00:00:00+00:00,60,116450,2020-06-06 00:00:00+00:00
60,Oops！,PauPau 🇵🇭,,,,61,112372,2020-06-06 00:00:00+00:00,-0.571428571428571,58.0,15,2020-05-04 00:00:00+00:00,84,57,124197,2020-05-30 00:00:00+00:00,61,112372,2020-06-06 00:00:00+00:00
61,death bed (coffee for your head),Powfu & beabadoobee,28419993.0,Columbia,2020-02-08 00:00:00+00:00,62,111528,2020-06-06 00:00:00+00:00,-3.14285714285714,53.0,16,2020-04-01 00:00:00+00:00,104,40,173496,2020-05-30 00:00:00+00:00,62,111528,2020-06-06 00:00:00+00:00
62,Myself,Bazzi,19040153.0,iamcosmic,2018-04-12 00:00:00+00:00,63,109297,2020-06-06 00:00:00+00:00,0.0,59.0,48,2020-06-08 00:00:00+00:00,130,63,117750,2020-05-30 00:00:00+00:00,63,109297,2020-06-06 00:00:00+00:00
63,Buttercup,Jack Stauber,13922085.0,Plopscotch Records,2017-03-25 00:00:00+00:00,64,108921,2020-06-06 00:00:00+00:00,1.57142857142857,62.0,47,2020-06-10 00:00:00+00:00,55,75,105503,2020-05-30 00:00:00+00:00,64,108921,2020-06-06 00:00:00+00:00
64,Pew Pew Pew,Auntie Hammy,19937236.0,Hamshop Media,2018-06-01 00:00:00+00:00,65,108455,2020-06-06 00:00:00+00:00,-2.57142857142857,56.0,6,2020-04-13 00:00:00+00:00,85,47,143793,2020-05-30 00:00:00+00:00,65,108455,2020-06-06 00:00:00+00:00
65,WOAH remix,raullcabello2,,,,66,103808,2020-06-06 00:00:00+00:00,-0.571428571428571,60.0,6,2020-04-01 00:00:00+00:00,85,62,118209,2020-05-30 00:00:00+00:00,66,103808,2020-06-06 00:00:00+00:00
66,Rating,astapasta3,,,,67,98634,2020-06-06 00:00:00+00:00,-2.42857142857143,61.0,38,2020-06-02 00:00:00+00:00,76,50,132159,2020-05-30 00:00:00+00:00,67,98634,2020-06-06 00:00:00+00:00
67,I Like Him,Princess Nokia,28590283.0,Platoon,2020-02-26 00:00:00+00:00,68,98382,2020-06-06 00:00:00+00:00,0.857142857142857,65.0,22,2020-05-09 00:00:00+00:00,60,74,105631,2020-05-30 00:00:00+00:00,68,98382,2020-06-06 00:00:00+00:00
68,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,69,97174,2020-06-06 00:00:00+00:00,-2.0,63.0,43,2020-05-14 00:00:00+00:00,60,55,127339,2020-05-30 00:00:00+00:00,69,97174,2020-06-06 00:00:00+00:00
69,dudada dudada,FUNNY,,,,70,96733,2020-06-06 00:00:00+00:00,3.14285714285714,71.0,38,2020-06-27 00:00:00+00:00,146,92,90198,2020-05-30 00:00:00+00:00,70,96733,2020-06-06 00:00:00+00:00
70,Someone you loved Remix,apeng,,,,71,96518,2020-06-06 00:00:00+00:00,-2.42857142857143,64.0,29,2020-05-21 00:00:00+00:00,49,54,127644,2020-05-30 00:00:00+00:00,71,96518,2020-06-06 00:00:00+00:00
71,Old Time Road,goalsounds,,,,72,95742,2020-06-06 00:00:00+00:00,0.714285714285714,75.0,46,2020-04-23 00:00:00+00:00,67,77,103951,2020-05-30 00:00:00+00:00,72,95742,2020-06-06 00:00:00+00:00
72,Kiri Kanan Santuy,nuyyy.,,,,73,94075,2020-06-06 00:00:00+00:00,-3.14285714285714,66.0,47,2020-06-02 00:00:00+00:00,33,51,129889,2020-05-30 00:00:00+00:00,73,94075,2020-06-06 00:00:00+00:00
73,Sexy,JoeVille,28804366.0,Clrd Candles Productions,2020-02-05 00:00:00+00:00,74,93990,2020-06-06 00:00:00+00:00,-3.71428571428571,67.0,28,2020-05-23 00:00:00+00:00,54,48,142414,2020-05-30 00:00:00+00:00,74,93990,2020-06-06 00:00:00+00:00
74,Hit It,Yung Skrrt,28847010.0,-,2019-07-27 00:00:00+00:00,75,93118,2020-06-06 00:00:00+00:00,0.714285714285714,70.0,37,2020-05-04 00:00:00+00:00,97,80,103095,2020-05-30 00:00:00+00:00,75,93118,2020-06-06 00:00:00+00:00
75,LEAD THE RACE (UNDEFEATED),Comethazine,28855830.0,Alamo Records,2020-03-27 00:00:00+00:00,76,90394,2020-06-06 00:00:00+00:00,-4.42857142857143,69.0,25,2020-05-23 00:00:00+00:00,62,45,148140,2020-05-30 00:00:00+00:00,76,90394,2020-06-06 00:00:00+00:00
76,Azoko! - Np Heaven Remix,hala_685,,,,77,88053,2020-06-06 00:00:00+00:00,-3.57142857142857,73.0,43,2020-05-26 00:00:00+00:00,30,52,129011,2020-05-30 00:00:00+00:00,77,88053,2020-06-06 00:00:00+00:00
77,Lullabies,Yuna,14624824.0,FADER Label,2012-04-24 00:00:00+00:00,78,85789,2020-06-06 00:00:00+00:00,1.57142857142857,77.0,58,2020-07-22 00:00:00+00:00,104,89,93075,2020-05-30 00:00:00+00:00,78,85789,2020-06-06 00:00:00+00:00
78,Lpb Poody - Address It,bebesita.vina,29326561.0,Interscope Records,2020-05-05 00:00:00+00:00,79,85077,2020-06-06 00:00:00+00:00,-1.71428571428571,80.0,31,2020-05-17 00:00:00+00:00,36,67,114404,2020-05-30 00:00:00+00:00,79,85077,2020-06-06 00:00:00+00:00
79,Say So x Like That x Do It Again,goalsounds,,,,80,84187,2020-06-06 00:00:00+00:00,-2.71428571428571,79.0,14,2020-05-12 00:00:00+00:00,39,61,118332,2020-05-30 00:00:00+00:00,80,84187,2020-06-06 00:00:00+00:00
80,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,81,84046,2020-06-06 00:00:00+00:00,-1.71428571428571,74.0,11,2020-05-09 00:00:00+00:00,61,69,113114,2020-05-30 00:00:00+00:00,81,84046,2020-06-06 00:00:00+00:00
81,Right Back Where We Started From,minecrafter2011,,,,82,84008,2020-06-06 00:00:00+00:00,,78.0,78,2020-06-05 00:00:00+00:00,39,83,85191,2020-06-04 00:00:00+00:00,82,84008,2020-06-06 00:00:00+00:00
82,Run free,Deep Chills feat. IVIE,13646389.0,Miami Beats,2017-08-18 00:00:00+00:00,83,81026,2020-06-06 00:00:00+00:00,1.57142857142857,81.0,57,2020-07-17 00:00:00+00:00,94,94,87808,2020-05-30 00:00:00+00:00,83,81026,2020-06-06 00:00:00+00:00
83,Asian Power (Part 1),CHUNNYT 抖音小助手,,,,84,80496,2020-06-06 00:00:00+00:00,3.0,83.0,56,2020-07-14 00:00:00+00:00,118,105,73635,2020-05-30 00:00:00+00:00,84,80496,2020-06-06 00:00:00+00:00
84,Coffee for Your Head,Vinyll,28696807.0,1219967 Records DK,2020-01-28 00:00:00+00:00,85,80325,2020-06-06 00:00:00+00:00,4.28571428571429,88.0,38,2020-07-25 00:00:00+00:00,110,115,71261,2020-05-30 00:00:00+00:00,85,80325,2020-06-06 00:00:00+00:00
85,Supalonely (feat. Gus Dapperton),BENEE,27219667.0,Republic Records,2019-11-15 00:00:00+00:00,86,79856,2020-06-06 00:00:00+00:00,-2.14285714285714,87.0,2,2020-04-01 00:00:00+00:00,78,71,108245,2020-05-30 00:00:00+00:00,86,79856,2020-06-06 00:00:00+00:00
86,Kesha - Take It Off,很傻的小沙雕｛鬼滅之刃｝,15674027.0,Universal Music Strategic Marketing,2010-10-08 00:00:00+00:00,87,79542,2020-06-06 00:00:00+00:00,-1.28571428571429,76.0,28,2020-04-01 00:00:00+00:00,103,78,103611,2020-05-30 00:00:00+00:00,87,79542,2020-06-06 00:00:00+00:00
87,Countdown,TikTok,,,,88,77513,2020-06-06 00:00:00+00:00,1.28571428571429,89.0,40,2020-02-17 00:00:00+00:00,119,97,79790,2020-05-30 00:00:00+00:00,88,77513,2020-06-06 00:00:00+00:00
88,Can We Kiss Forever?,Kina,20497349.0,Kinamood,2018-08-31 00:00:00+00:00,89,77489,2020-06-06 00:00:00+00:00,3.85714285714286,86.0,10,2020-03-06 00:00:00+00:00,77,116,70063,2020-05-30 00:00:00+00:00,89,77489,2020-06-06 00:00:00+00:00
89,Fadeaway,TikTok,,,,90,76263,2020-06-06 00:00:00+00:00,3.0,97.0,35,2020-06-22 00:00:00+00:00,99,111,72175,2020-05-30 00:00:00+00:00,90,76263,2020-06-06 00:00:00+00:00
90,Memories (Drinks Bring Back),Ajay Stephens,26849242.0,Creatives Of,2019-10-12 00:00:00+00:00,91,75590,2020-06-06 00:00:00+00:00,2.71428571428571,98.0,42,2020-04-29 00:00:00+00:00,132,110,72371,2020-05-30 00:00:00+00:00,91,75590,2020-06-06 00:00:00+00:00
91,Savage Tiger King Edition,calebjaxin,,,,92,75174,2020-06-06 00:00:00+00:00,-2.28571428571429,90.0,3,2020-04-16 00:00:00+00:00,67,76,105502,2020-05-30 00:00:00+00:00,92,75174,2020-06-06 00:00:00+00:00
92,Blinding Lights,The Weeknd,27552418.0,Republic Records,2019-11-29 00:00:00+00:00,93,74149,2020-06-06 00:00:00+00:00,2.71428571428571,93.0,65,2020-06-09 00:00:00+00:00,140,112,72068,2020-05-30 00:00:00+00:00,93,74149,2020-06-06 00:00:00+00:00
93,Do It Again,Pia Mia,15934429.0,Wolfpack/Interscope,2015-05-04 00:00:00+00:00,94,74030,2020-06-06 00:00:00+00:00,-1.71428571428571,91.0,1,2020-04-25 00:00:00+00:00,60,82,102443,2020-05-30 00:00:00+00:00,94,74030,2020-06-06 00:00:00+00:00
94,Trollagem do Matheus,matheusgborges,,,,95,74009,2020-06-06 00:00:00+00:00,-1.28571428571429,85.0,60,2020-06-02 00:00:00+00:00,70,86,95848,2020-05-30 00:00:00+00:00,95,74009,2020-06-06 00:00:00+00:00
95,triggering dog sounds,pat.tea.cakes,,,,96,73889,2020-06-06 00:00:00+00:00,0.428571428571429,95.0,32,2020-04-14 00:00:00+00:00,80,99,78734,2020-05-30 00:00:00+00:00,96,73889,2020-06-06 00:00:00+00:00
96,Dance Monkey,Tones and I,22955238.0,Bad Batch Records,2019-05-10 00:00:00+00:00,97,73038,2020-06-06 00:00:00+00:00,-0.857142857142857,82.0,13,2020-06-09 00:00:00+00:00,107,91,90454,2020-05-30 00:00:00+00:00,97,73038,2020-06-06 00:00:00+00:00
97,Roses - Imanbek Remix,SAINt JHN,28795304.0,b1,2020-03-20 00:00:00+00:00,98,72651,2020-06-06 00:00:00+00:00,-6.42857142857143,94.0,31,2020-05-23 00:00:00+00:00,44,53,128400,2020-05-30 00:00:00+00:00,98,72651,2020-06-06 00:00:00+00:00
