,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date
10,Hood Baby,Kbfr,29275689.0,For Real Ent.,2020-04-03 00:00:00+00:00,11,764800,2020-06-27 00:00:00+00:00,31.4285714285714,12,7,2020-07-06 00:00:00+00:00,46,231,33500,2020-06-20 00:00:00+00:00,11,764800,2020-06-27 00:00:00+00:00
11,Savage,Megan Thee Stallion,28677612.0,300 Entertainment,2020-03-06 00:00:00+00:00,12,700000,2020-06-27 00:00:00+00:00,-0.428571428571429,9,1,2020-05-11 00:00:00+00:00,125,9,900000,2020-06-20 00:00:00+00:00,12,700000,2020-06-27 00:00:00+00:00
12,Then Leave,BeatKing,28861336.0,C3Entertainment/BeatKing Made This S--t,2020-03-27 00:00:00+00:00,13,623600,2020-06-27 00:00:00+00:00,6.28571428571429,13,9,2020-07-03 00:00:00+00:00,22,57,190000,2020-06-20 00:00:00+00:00,13,623600,2020-06-27 00:00:00+00:00
13,The Boat Beat,Ricky Desktop,29602162.0,Affiliate Records,2020-05-12 00:00:00+00:00,14,600000,2020-06-27 00:00:00+00:00,-0.571428571428571,11,6,2020-07-21 00:00:00+00:00,53,10,800000,2020-06-20 00:00:00+00:00,14,600000,2020-06-27 00:00:00+00:00
14,Relación,Sech,28884520.0,Rich Music,2020-04-02 00:00:00+00:00,15,506800,2020-06-27 00:00:00+00:00,0.285714285714286,17,12,2020-07-01 00:00:00+00:00,51,17,447900,2020-06-20 00:00:00+00:00,15,506800,2020-06-27 00:00:00+00:00
15,Pitbull - Hotel Room Service,qt.ducks,,,,16,500000,2020-06-27 00:00:00+00:00,-0.428571428571429,16,13,2020-06-20 00:00:00+00:00,83,13,731800,2020-06-20 00:00:00+00:00,16,500000,2020-06-27 00:00:00+00:00
16,Cari Mama Muda,Iqballl🍁,,,,17,500000,2020-06-27 00:00:00+00:00,-0.428571428571429,14,1,2020-05-12 00:00:00+00:00,82,14,700000,2020-06-20 00:00:00+00:00,17,500000,2020-06-27 00:00:00+00:00
17,Suling Sakti Spongebob (New), 🄰🄻🄱🅁🄴🅆 🦊,28479234.0,Albrew,2020-02-07 00:00:00+00:00,18,400000,2020-06-27 00:00:00+00:00,,21,18,2020-06-27 00:00:00+00:00,83,18,400000,2020-06-23 00:00:00+00:00,18,400000,2020-06-27 00:00:00+00:00
18,Say youll remember me Remix by TIAGZ,iamtiagz,,,,19,400000,2020-06-27 00:00:00+00:00,-0.571428571428571,20,5,2020-06-08 00:00:00+00:00,52,15,500000,2020-06-20 00:00:00+00:00,19,400000,2020-06-27 00:00:00+00:00
19,Психушка,Karna.val,29827208.0,Legacy Music,2020-06-17 00:00:00+00:00,20,359600,2020-06-27 00:00:00+00:00,,18,18,2020-06-26 00:00:00+00:00,33,18,418200,2020-06-26 00:00:00+00:00,20,359600,2020-06-27 00:00:00+00:00
20,GOOBA,6ix9ine,29355561.0,Scumgang Records,2020-05-08 00:00:00+00:00,21,320100,2020-06-27 00:00:00+00:00,-0.285714285714286,22,18,2020-06-22 00:00:00+00:00,39,19,372900,2020-06-20 00:00:00+00:00,21,320100,2020-06-27 00:00:00+00:00
21,Ajj Kal Ajj Kal,Nimrat Khaira & Bunty Bains,29753458.0,Voilà! Digi,2020-06-11 00:00:00+00:00,22,312600,2020-06-27 00:00:00+00:00,,27,20,2020-06-29 00:00:00+00:00,13,32,204500,2020-06-24 00:00:00+00:00,22,312600,2020-06-27 00:00:00+00:00
22,Nyquest_ Trend Mix,nyquest_,,,,23,300000,2020-06-27 00:00:00+00:00,-0.714285714285714,27,11,2020-06-11 00:00:00+00:00,41,18,400000,2020-06-20 00:00:00+00:00,23,300000,2020-06-27 00:00:00+00:00
23,Karin dan Dewi (remix),TramAnh🙆‍♀️❌,,,,24,300000,2020-06-27 00:00:00+00:00,3.28571428571429,43,8,2020-06-02 00:00:00+00:00,152,47,200000,2020-06-20 00:00:00+00:00,24,300000,2020-06-27 00:00:00+00:00
24,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,29751924.0,Columbia,2020-06-11 00:00:00+00:00,25,300000,2020-06-27 00:00:00+00:00,0.142857142857143,25,15,2020-08-02 00:00:00+00:00,63,26,300000,2020-06-20 00:00:00+00:00,25,300000,2020-06-27 00:00:00+00:00
25,Spaz,Mr. 2-17 & DRIPPY PRODUCTIONS,,,,26,300000,2020-06-27 00:00:00+00:00,-1.42857142857143,19,14,2020-06-13 00:00:00+00:00,41,16,500000,2020-06-20 00:00:00+00:00,26,300000,2020-06-27 00:00:00+00:00
26,4K,El Alfa & Darell & Noriel,,,,27,267900,2020-06-27 00:00:00+00:00,4.42857142857143,28,22,2020-07-02 00:00:00+00:00,54,58,188200,2020-06-20 00:00:00+00:00,27,267900,2020-06-27 00:00:00+00:00
27,Marry Me (feat. Toya Wright),Rasheeda,14239911.0,Dlo Entertainment,2012-06-18 00:00:00+00:00,28,231200,2020-06-27 00:00:00+00:00,,29,26,2020-07-02 00:00:00+00:00,42,27,231400,2020-06-22 00:00:00+00:00,28,231200,2020-06-27 00:00:00+00:00
28,Vai Ter Que Aguentar,Mc Don Juan,29345235.0,GR6 Music,2020-05-08 00:00:00+00:00,29,221300,2020-06-27 00:00:00+00:00,0.285714285714286,32,27,2020-07-11 00:00:00+00:00,49,31,201700,2020-06-20 00:00:00+00:00,29,221300,2020-06-27 00:00:00+00:00
29,You,Jazmin Sisters,15956522.0,Brand X Networks,2013-11-11 00:00:00+00:00,30,217300,2020-06-27 00:00:00+00:00,,31,24,2020-07-01 00:00:00+00:00,7,34,205000,2020-06-25 00:00:00+00:00,30,217300,2020-06-27 00:00:00+00:00
30,Khayaal Rakhya Kar,Preetinder,29811550.0,Desi Music Factory,2020-06-11 00:00:00+00:00,31,216300,2020-06-27 00:00:00+00:00,,30,26,2020-07-01 00:00:00+00:00,38,57,165000,2020-06-24 00:00:00+00:00,31,216300,2020-06-27 00:00:00+00:00
31,X.O,the Limba & Andro,29497157.0,The Limba,2020-05-15 00:00:00+00:00,32,200000,2020-06-27 00:00:00+00:00,-0.571428571428571,24,22,2020-06-23 00:00:00+00:00,45,28,260500,2020-06-20 00:00:00+00:00,32,200000,2020-06-27 00:00:00+00:00
32,Play Date,Melanie Martinez,15090401.0,Atlantic Records,2015-08-14 00:00:00+00:00,33,200000,2020-06-27 00:00:00+00:00,0.714285714285714,37,12,2020-06-02 00:00:00+00:00,80,38,200000,2020-06-20 00:00:00+00:00,33,200000,2020-06-27 00:00:00+00:00
33,Toosie Slide,Drake,28904803.0,OVO,2020-04-03 00:00:00+00:00,34,200000,2020-06-27 00:00:00+00:00,-1.71428571428571,51,4,2020-05-05 00:00:00+00:00,106,22,300000,2020-06-20 00:00:00+00:00,34,200000,2020-06-27 00:00:00+00:00
34,Surrender,Natalie Taylor,14341447.0,Natalie Taylor,2015-10-29 00:00:00+00:00,35,200000,2020-06-27 00:00:00+00:00,10.7142857142857,38,25,2020-06-10 00:00:00+00:00,121,110,100000,2020-06-20 00:00:00+00:00,35,200000,2020-06-27 00:00:00+00:00
35,ily (i love you baby),Surf Mesa,27755710.0,Surf Mesa,2019-11-26 00:00:00+00:00,36,200000,2020-06-27 00:00:00+00:00,9.85714285714286,34,27,2020-07-02 00:00:00+00:00,99,105,100000,2020-06-20 00:00:00+00:00,36,200000,2020-06-27 00:00:00+00:00
36,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,29751924.0,Columbia,2020-06-11 00:00:00+00:00,37,200000,2020-06-27 00:00:00+00:00,-2.28571428571429,26,9,2020-06-02 00:00:00+00:00,68,21,300000,2020-06-20 00:00:00+00:00,37,200000,2020-06-27 00:00:00+00:00
37,dudada dudada,FUNNY,,,,38,200000,2020-06-27 00:00:00+00:00,8.42857142857143,150,38,2020-06-27 00:00:00+00:00,146,97,100000,2020-06-20 00:00:00+00:00,38,200000,2020-06-27 00:00:00+00:00
38,feeling,BCD Studio-LI,,,,39,200000,2020-06-27 00:00:00+00:00,0.857142857142857,50,14,2020-02-12 00:00:00+00:00,150,45,200000,2020-06-20 00:00:00+00:00,39,200000,2020-06-27 00:00:00+00:00
39,2002 (Remix),Jayrous Morales,19411575.0,Shaun Reynolds,2018-05-11 00:00:00+00:00,40,200000,2020-06-27 00:00:00+00:00,15.0,44,7,2020-04-01 00:00:00+00:00,128,145,100000,2020-06-20 00:00:00+00:00,40,200000,2020-06-27 00:00:00+00:00
40,Wipe It Down,BMW KENNY,29345768.0,BMW,2020-04-27 00:00:00+00:00,41,200000,2020-06-27 00:00:00+00:00,-2.57142857142857,40,8,2020-05-27 00:00:00+00:00,70,23,300000,2020-06-20 00:00:00+00:00,41,200000,2020-06-27 00:00:00+00:00
41,"Ninthalle Ninthukolle (From ""Case No 18/9"")",Arjun Janya & Vijay Prakash,,,,42,200000,2020-06-27 00:00:00+00:00,-3.14285714285714,46,20,2020-06-20 00:00:00+00:00,19,20,302300,2020-06-20 00:00:00+00:00,42,200000,2020-06-27 00:00:00+00:00
42,Believer [NSG Remix],Romy Wave,,,,43,200000,2020-06-27 00:00:00+00:00,14.2857142857143,108,29,2020-07-03 00:00:00+00:00,137,143,100000,2020-06-20 00:00:00+00:00,43,200000,2020-06-27 00:00:00+00:00
43,Yang Penting Hepi,Lbdjs official dj,,,,44,200000,2020-06-27 00:00:00+00:00,0.857142857142857,36,33,2020-06-19 00:00:00+00:00,31,50,200000,2020-06-20 00:00:00+00:00,44,200000,2020-06-27 00:00:00+00:00
44,Woah,KRYPTO9095,22809467.0,KSG Records,2019-03-29 00:00:00+00:00,45,200000,2020-06-27 00:00:00+00:00,-2.85714285714286,23,16,2020-05-12 00:00:00+00:00,126,25,300000,2020-06-20 00:00:00+00:00,45,200000,2020-06-27 00:00:00+00:00
45,Cyber Sex - Doja Cat,tyler_warwick,26950258.0,Kemosabe Records/RCA Records,2019-11-07 00:00:00+00:00,46,200000,2020-06-27 00:00:00+00:00,1.42857142857143,48,9,2020-05-28 00:00:00+00:00,50,56,200000,2020-06-20 00:00:00+00:00,46,200000,2020-06-27 00:00:00+00:00
46,Yo Perreo Sola,Bad Bunny,28621794.0,Rimas Entertainment LLC,2020-02-28 00:00:00+00:00,47,200000,2020-06-27 00:00:00+00:00,0.571428571428571,53,22,2020-06-18 00:00:00+00:00,44,51,200000,2020-06-20 00:00:00+00:00,47,200000,2020-06-27 00:00:00+00:00
47,Cars That Go Boom,L'Trimm,15375878.0,Perpetual,2015-11-20 00:00:00+00:00,48,200000,2020-06-27 00:00:00+00:00,-3.0,35,11,2020-06-05 00:00:00+00:00,39,27,300000,2020-06-20 00:00:00+00:00,48,200000,2020-06-27 00:00:00+00:00
48,Двигаться,Raim,22073277.0,DDRECORDS,2018-11-30 00:00:00+00:00,49,200000,2020-06-27 00:00:00+00:00,-2.85714285714286,25,25,2020-06-25 00:00:00+00:00,42,29,245800,2020-06-20 00:00:00+00:00,49,200000,2020-06-27 00:00:00+00:00
49,Lose Control,Meduza & Becky Hill & Goodboys,25866511.0,Virgin,2019-10-11 00:00:00+00:00,50,200000,2020-06-27 00:00:00+00:00,-0.857142857142857,33,5,2020-04-16 00:00:00+00:00,133,44,200000,2020-06-20 00:00:00+00:00,50,200000,2020-06-27 00:00:00+00:00
50,Rab Kare Tujhko Bhi Pyaar Hojaye Darpan Shah,darpanshahds,,,,51,177200,2020-06-27 00:00:00+00:00,-3.0,55,24,2020-06-12 00:00:00+00:00,54,30,220800,2020-06-20 00:00:00+00:00,51,177200,2020-06-27 00:00:00+00:00
51,Поболело и прошло,HENSY,29583312.0,GOLDEN SOUND,2020-05-26 00:00:00+00:00,52,169000,2020-06-27 00:00:00+00:00,20.4285714285714,56,34,2020-08-06 00:00:00+00:00,49,195,43900,2020-06-20 00:00:00+00:00,52,169000,2020-06-27 00:00:00+00:00
52,Geek'd (feat. Lil Baby),Bhad Bhabie,20581443.0,B.H.A.D. Music,2018-09-18 00:00:00+00:00,53,166800,2020-06-27 00:00:00+00:00,,54,45,2020-07-17 00:00:00+00:00,35,55,178500,2020-06-24 00:00:00+00:00,53,166800,2020-06-27 00:00:00+00:00
53,HAHA,lil darkie,26235905.0,Repost Network,2019-10-12 00:00:00+00:00,54,165500,2020-06-27 00:00:00+00:00,0.714285714285714,57,27,2020-07-03 00:00:00+00:00,49,59,155000,2020-06-20 00:00:00+00:00,54,165500,2020-06-27 00:00:00+00:00
54,Savage Love (Laxed - Siren Beat),Jawsh 685 & Jason Derulo,29751924.0,Columbia,2020-06-11 00:00:00+00:00,55,132000,2020-06-27 00:00:00+00:00,14.2857142857143,62,46,2020-07-14 00:00:00+00:00,45,155,96200,2020-06-20 00:00:00+00:00,55,132000,2020-06-27 00:00:00+00:00
55,Bapu Tere Karke,Amar Sandhu,22380999.0,Moz Studios,2019-02-03 00:00:00+00:00,56,129900,2020-06-27 00:00:00+00:00,38.0,61,56,2020-06-27 00:00:00+00:00,107,322,18500,2020-06-20 00:00:00+00:00,56,129900,2020-06-27 00:00:00+00:00
56,La Jeepeta,Nio Garcia & Brray & JuanKa,29185655.0,"2020 Flow La Movie, Inc. & Los Magicos, LLC | Powered by GLAD Empire,",2020-04-24 00:00:00+00:00,57,127200,2020-06-27 00:00:00+00:00,1.0,67,26,2020-08-03 00:00:00+00:00,48,64,125500,2020-06-20 00:00:00+00:00,57,127200,2020-06-27 00:00:00+00:00
57,Huynh Đệ À (Remix),"Đinh Đại Vũ, Son2M",,,,58,123600,2020-06-27 00:00:00+00:00,1.28571428571429,63,43,2020-07-02 00:00:00+00:00,44,67,110800,2020-06-20 00:00:00+00:00,58,123600,2020-06-27 00:00:00+00:00
58,Akele Hum Akele Tum,Udit Narayan & Aditya Narayan,,,,59,123000,2020-06-27 00:00:00+00:00,,64,59,2020-06-27 00:00:00+00:00,105,64,120800,2020-06-26 00:00:00+00:00,59,123000,2020-06-27 00:00:00+00:00
59,Coffee for Your Head,Vinyll,28696807.0,1219967 Records DK,2020-01-28 00:00:00+00:00,60,121600,2020-06-27 00:00:00+00:00,0.142857142857143,59,38,2020-07-25 00:00:00+00:00,110,61,138700,2020-06-20 00:00:00+00:00,60,121600,2020-06-27 00:00:00+00:00
60,Dil Todya,Satbir Aujla,29513906.0,Geet Mp3,2020-05-18 00:00:00+00:00,61,118600,2020-06-27 00:00:00+00:00,-0.142857142857143,58,53,2020-06-30 00:00:00+00:00,21,60,150400,2020-06-20 00:00:00+00:00,61,118600,2020-06-27 00:00:00+00:00
61,Mr. Blue Sky,Electric Light Orchestra,15807835.0,Sony Music Entertainment,2011-12-16 00:00:00+00:00,62,111300,2020-06-27 00:00:00+00:00,13.7142857142857,65,59,2020-07-04 00:00:00+00:00,67,158,94700,2020-06-20 00:00:00+00:00,62,111300,2020-06-27 00:00:00+00:00
62,ЧЁРНЫЙ БУМЕР,DAVA & Серёга,,,,63,106853,2020-06-27 00:00:00+00:00,,71,20,2020-07-06 00:00:00+00:00,40,71,106450,2020-06-26 00:00:00+00:00,63,106853,2020-06-27 00:00:00+00:00
63,Watermelon Sugar,Harry Styles,27222889.0,Columbia,2019-11-17 00:00:00+00:00,64,104100,2020-06-27 00:00:00+00:00,12.8571428571429,74,51,2020-07-08 00:00:00+00:00,52,154,99000,2020-06-20 00:00:00+00:00,64,104100,2020-06-27 00:00:00+00:00
64,Bitch From Da Souf,Mulatto,22338260.0,Pittstop Ent.,2019-01-14 00:00:00+00:00,65,103200,2020-06-27 00:00:00+00:00,-0.428571428571429,67,55,2020-06-22 00:00:00+00:00,54,62,138200,2020-06-20 00:00:00+00:00,65,103200,2020-06-27 00:00:00+00:00
65,Stunnin' (feat. Harm Franklin),Curtis Waters,29465238.0,Curtis Waters,2020-05-19 00:00:00+00:00,66,102200,2020-06-27 00:00:00+00:00,16.8571428571429,158,40,2020-07-14 00:00:00+00:00,48,184,54400,2020-06-20 00:00:00+00:00,66,102200,2020-06-27 00:00:00+00:00
66,Singapur,El Alfa & Chael Produciendo,29440404.0,El Jefe Records,2020-05-15 00:00:00+00:00,67,101600,2020-06-27 00:00:00+00:00,17.2857142857143,154,41,2020-07-08 00:00:00+00:00,49,188,47100,2020-06-20 00:00:00+00:00,67,101600,2020-06-27 00:00:00+00:00
67,i love you,apathetic.songs,,,,68,100000,2020-06-27 00:00:00+00:00,,90,55,2020-02-26 00:00:00+00:00,103,90,100000,2020-06-26 00:00:00+00:00,68,100000,2020-06-27 00:00:00+00:00
68,Myself,Bazzi,19040153.0,iamcosmic,2018-04-12 00:00:00+00:00,69,100000,2020-06-27 00:00:00+00:00,-2.85714285714286,128,48,2020-06-08 00:00:00+00:00,130,49,200000,2020-06-20 00:00:00+00:00,69,100000,2020-06-27 00:00:00+00:00
69,I Like Him,Princess Nokia,28590283.0,Platoon,2020-02-26 00:00:00+00:00,70,100000,2020-06-27 00:00:00+00:00,6.0,76,22,2020-05-09 00:00:00+00:00,60,112,100000,2020-06-20 00:00:00+00:00,70,100000,2020-06-27 00:00:00+00:00
70,triggering dog sounds,pat.tea.cakes,,,,71,100000,2020-06-27 00:00:00+00:00,,89,32,2020-04-14 00:00:00+00:00,80,89,100000,2020-06-26 00:00:00+00:00,71,100000,2020-06-27 00:00:00+00:00
71,The Sharkboy Beat,Ricky Desktop,,,,72,100000,2020-06-27 00:00:00+00:00,-4.71428571428571,110,10,2020-05-24 00:00:00+00:00,55,39,200000,2020-06-20 00:00:00+00:00,72,100000,2020-06-27 00:00:00+00:00
72,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,24879479.0,S-Curve Records,2019-08-16 00:00:00+00:00,73,100000,2020-06-27 00:00:00+00:00,9.28571428571429,121,69,2020-06-28 00:00:00+00:00,13,138,100000,2020-06-20 00:00:00+00:00,73,100000,2020-06-27 00:00:00+00:00
73,Elefante,NK,26630224.0,Nice2Cu,2019-10-25 00:00:00+00:00,74,100000,2020-06-27 00:00:00+00:00,3.71428571428571,133,74,2020-06-27 00:00:00+00:00,14,100,100000,2020-06-20 00:00:00+00:00,74,100000,2020-06-27 00:00:00+00:00
74,Kasih Slow,Nonna 3In1,,,,75,100000,2020-06-27 00:00:00+00:00,-6.0,39,14,2020-06-02 00:00:00+00:00,93,33,200000,2020-06-20 00:00:00+00:00,75,100000,2020-06-27 00:00:00+00:00
75,Pretty Girl (Cheat Codes X Cade Remix),"Cheat Codes,Maggie Lindemann,CADE ",13842155.0,300 Entertainment,2017-03-02 00:00:00+00:00,76,100000,2020-06-27 00:00:00+00:00,,79,42,2020-02-05 00:00:00+00:00,99,79,100000,2020-06-26 00:00:00+00:00,76,100000,2020-06-27 00:00:00+00:00
76,Run free,Deep Chills feat. IVIE,13646389.0,Miami Beats,2017-08-18 00:00:00+00:00,77,100000,2020-06-27 00:00:00+00:00,-0.285714285714286,125,57,2020-07-17 00:00:00+00:00,94,75,100000,2020-06-20 00:00:00+00:00,77,100000,2020-06-27 00:00:00+00:00
77,Boys,チャーリーエックスシーエックス,12450159.0,Atlantic Records UK,2017-07-26 00:00:00+00:00,78,100000,2020-06-27 00:00:00+00:00,9.14285714285714,85,37,2020-02-05 00:00:00+00:00,121,142,100000,2020-06-20 00:00:00+00:00,78,100000,2020-06-27 00:00:00+00:00
78,Suling Tari Ular,Oppo F1s Kudus,,,,79,100000,2020-06-27 00:00:00+00:00,,175,45,2020-04-02 00:00:00+00:00,88,79,100000,2020-06-27 00:00:00+00:00,79,100000,2020-06-27 00:00:00+00:00
79,Inside Their Head,TT remix,,,,80,100000,2020-06-27 00:00:00+00:00,,91,35,2020-02-07 00:00:00+00:00,102,91,100000,2020-06-26 00:00:00+00:00,80,100000,2020-06-27 00:00:00+00:00
80,Falling,Trevor Daniel,20659476.0,Internet Money / Alamo Records,2018-10-05 00:00:00+00:00,81,100000,2020-06-27 00:00:00+00:00,,81,23,2020-01-29 00:00:00+00:00,115,81,100000,2020-06-26 00:00:00+00:00,81,100000,2020-06-27 00:00:00+00:00
81,Pew Pew Pew,Auntie Hammy,19937236.0,Hamshop Media,2018-06-01 00:00:00+00:00,82,100000,2020-06-27 00:00:00+00:00,,88,6,2020-04-13 00:00:00+00:00,85,92,100000,2020-06-25 00:00:00+00:00,82,100000,2020-06-27 00:00:00+00:00
82,Lullabies,Yuna,14624824.0,FADER Label,2012-04-24 00:00:00+00:00,83,100000,2020-06-27 00:00:00+00:00,,118,58,2020-07-22 00:00:00+00:00,104,76,100000,2020-06-21 00:00:00+00:00,83,100000,2020-06-27 00:00:00+00:00
83,321.. Mmuah..,TikTok Fashion,,,,84,100000,2020-06-27 00:00:00+00:00,,151,29,2020-02-06 00:00:00+00:00,114,81,100000,2020-06-22 00:00:00+00:00,84,100000,2020-06-27 00:00:00+00:00
84,Goyang Mama Muda,ateng,,,,85,100000,2020-06-27 00:00:00+00:00,,80,11,2020-04-20 00:00:00+00:00,81,99,100000,2020-06-25 00:00:00+00:00,85,100000,2020-06-27 00:00:00+00:00
85,Memories (Drinks Bring Back),Ajay Stephens,26849242.0,Creatives Of,2019-10-12 00:00:00+00:00,86,100000,2020-06-27 00:00:00+00:00,0.428571428571429,87,42,2020-04-29 00:00:00+00:00,132,89,100000,2020-06-20 00:00:00+00:00,86,100000,2020-06-27 00:00:00+00:00
86,Peter Cottontail,Gene Autry,15776689.0,Columbia/Legacy,1931-01-01 00:00:00+00:00,87,100000,2020-06-27 00:00:00+00:00,,139,62,2020-07-25 00:00:00+00:00,14,71,100000,2020-06-21 00:00:00+00:00,87,100000,2020-06-27 00:00:00+00:00
87,Lalala,Y2K & bbno$,24236636.0,Columbia,2019-06-28 00:00:00+00:00,88,100000,2020-06-27 00:00:00+00:00,,140,43,2020-02-19 00:00:00+00:00,104,80,100000,2020-06-24 00:00:00+00:00,88,100000,2020-06-27 00:00:00+00:00
88,Pyar Da Saboot,Mankirt Aulakh,29272805.0,Saga Music,2020-05-01 00:00:00+00:00,89,100000,2020-06-27 00:00:00+00:00,-5.0,118,24,2020-06-16 00:00:00+00:00,16,54,200000,2020-06-20 00:00:00+00:00,89,100000,2020-06-27 00:00:00+00:00
89,Fadeaway,TikTok,,,,90,100000,2020-06-27 00:00:00+00:00,3.57142857142857,93,35,2020-06-22 00:00:00+00:00,99,115,100000,2020-06-20 00:00:00+00:00,90,100000,2020-06-27 00:00:00+00:00
90,death bed (coffee for your head),Powfu & beabadoobee,28419993.0,Columbia,2020-02-08 00:00:00+00:00,91,100000,2020-06-27 00:00:00+00:00,-1.28571428571429,146,16,2020-04-01 00:00:00+00:00,104,82,100000,2020-06-20 00:00:00+00:00,91,100000,2020-06-27 00:00:00+00:00
91,Moto,Diler Kharkiya,28227735.0,Dil Music,2020-01-06 00:00:00+00:00,92,100000,2020-06-27 00:00:00+00:00,,148,61,2020-07-25 00:00:00+00:00,88,80,100000,2020-06-22 00:00:00+00:00,92,100000,2020-06-27 00:00:00+00:00
92,Make Some TikTok,TikTok,24008840.0,DANCEANDLOVE,2019-05-22 00:00:00+00:00,93,100000,2020-06-27 00:00:00+00:00,2.14285714285714,152,29,2020-02-26 00:00:00+00:00,150,108,100000,2020-06-20 00:00:00+00:00,93,100000,2020-06-27 00:00:00+00:00
93,Joker,RIZXTAR,,,,94,100000,2020-06-27 00:00:00+00:00,,111,87,2020-06-24 00:00:00+00:00,83,87,100000,2020-06-24 00:00:00+00:00,94,100000,2020-06-27 00:00:00+00:00
94,Snake,Lil Keed,24046736.0,300 Entertainment,2019-06-14 00:00:00+00:00,95,100000,2020-06-27 00:00:00+00:00,,101,9,2020-05-04 00:00:00+00:00,88,66,100000,2020-06-21 00:00:00+00:00,95,100000,2020-06-27 00:00:00+00:00
95,ROCKSTAR DABABY FT RODDY RICH,calegoes,,,,96,100000,2020-06-27 00:00:00+00:00,-0.142857142857143,135,32,2020-06-10 00:00:00+00:00,25,95,100000,2020-06-20 00:00:00+00:00,96,100000,2020-06-27 00:00:00+00:00
96,Say So,Doja Cat,26951096.0,Kemosabe Records/RCA Records,2019-11-07 00:00:00+00:00,97,100000,2020-06-27 00:00:00+00:00,,104,3,2020-02-12 00:00:00+00:00,108,73,100000,2020-06-23 00:00:00+00:00,97,100000,2020-06-27 00:00:00+00:00
97,Hips Dont Lie by Shakira,goalsounds,15778873.0,Now! Music,2015-06-19 00:00:00+00:00,98,100000,2020-06-27 00:00:00+00:00,,137,27,2020-04-09 00:00:00+00:00,99,78,100000,2020-06-21 00:00:00+00:00,98,100000,2020-06-27 00:00:00+00:00
