,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date
0,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,1,4437072,2020-05-16 00:00:00+00:00,,1.0,1,2020-05-18 00:00:00+00:00,91,1,4977222,2020-05-13 00:00:00+00:00,1,4437072,2020-05-16 00:00:00+00:00
1,Cari Mama Muda,Iqballl🍁,,,,2,2503123,2020-05-16 00:00:00+00:00,,2.0,1,2020-05-12 00:00:00+00:00,82,1,2334602,2020-05-12 00:00:00+00:00,2,2503123,2020-05-16 00:00:00+00:00
2,Savage,Megan Thee Stallion,28677612.0,300 Entertainment,2020-03-06 00:00:00+00:00,3,1534414,2020-05-16 00:00:00+00:00,-0.142857142857143,3.0,1,2020-05-11 00:00:00+00:00,125,2,1887381,2020-05-09 00:00:00+00:00,3,1534414,2020-05-16 00:00:00+00:00
3,Sweet and Salty,goalsounds,,,,6,739178,2020-05-16 00:00:00+00:00,,12.0,5,2020-05-20 00:00:00+00:00,50,260,31207,2020-05-12 00:00:00+00:00,6,739178,2020-05-16 00:00:00+00:00
4,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,7,702980,2020-05-16 00:00:00+00:00,-0.857142857142857,6.0,1,2020-05-09 00:00:00+00:00,88,1,1911658,2020-05-09 00:00:00+00:00,7,702980,2020-05-16 00:00:00+00:00
5,Followww meee,rapidsongs,,,,8,666109,2020-05-16 00:00:00+00:00,-0.571428571428571,7.0,3,2020-05-11 00:00:00+00:00,20,4,722530,2020-05-09 00:00:00+00:00,8,666109,2020-05-16 00:00:00+00:00
6,Kuch Bhi Ho Jaye,B Praak,28987846.0,Desi Melodies,2020-04-09 00:00:00+00:00,11,552197,2020-05-16 00:00:00+00:00,2.0,8.0,6,2020-05-13 00:00:00+00:00,49,25,352958,2020-05-09 00:00:00+00:00,11,552197,2020-05-16 00:00:00+00:00
7,Let's Do It Again,J Boog,15953367.0,Washhouse Hawaii,2011-09-27 00:00:00+00:00,12,493573,2020-05-16 00:00:00+00:00,-1.28571428571429,11.0,3,2020-05-10 00:00:00+00:00,74,3,733371,2020-05-09 00:00:00+00:00,12,493573,2020-05-16 00:00:00+00:00
8,Personal,HRVY,17799080.0,"UMG Recordings, Inc.",2018-01-19 00:00:00+00:00,13,455292,2020-05-16 00:00:00+00:00,-0.857142857142857,14.0,7,2020-05-11 00:00:00+00:00,94,7,583733,2020-05-09 00:00:00+00:00,13,455292,2020-05-16 00:00:00+00:00
9,Bagaikan Langit（cover）,_ucil👑,,,,16,393812,2020-05-16 00:00:00+00:00,-1.42857142857143,16.0,1,2020-02-12 00:00:00+00:00,118,6,653121,2020-05-09 00:00:00+00:00,16,393812,2020-05-16 00:00:00+00:00
