,timestamp,artist,cm_artist_id,popularity
0,2019-09-02T00:00:00.000Z,Ir Sais,207934,59
1,2019-09-03T00:00:00.000Z,Ir Sais,207934,59
2,2019-09-04T00:00:00.000Z,Ir Sais,207934,59
3,2019-09-05T00:00:00.000Z,Ir Sais,207934,59
4,2019-09-06T00:00:00.000Z,Ir Sais,207934,59
5,2019-09-07T00:00:00.000Z,Ir Sais,207934,59
6,2019-09-08T00:00:00.000Z,Ir Sais,207934,59
7,2019-09-09T00:00:00.000Z,Ir Sais,207934,59
8,2019-09-10T00:00:00.000Z,Ir Sais,207934,59
9,2019-09-11T00:00:00.000Z,Ir Sais,207934,59
10,2019-09-12T00:00:00.000Z,Ir Sais,207934,59
11,2019-09-13T00:00:00.000Z,Ir Sais,207934,58
12,2019-09-14T00:00:00.000Z,Ir Sais,207934,58
13,2019-09-15T00:00:00.000Z,Ir Sais,207934,57
14,2019-09-16T00:00:00.000Z,Ir Sais,207934,57
15,2019-09-17T00:00:00.000Z,Ir Sais,207934,57
16,2019-09-18T00:00:00.000Z,Ir Sais,207934,57
17,2019-09-19T00:00:00.000Z,Ir Sais,207934,57
18,2019-09-21T00:00:00.000Z,Ir Sais,207934,57
19,2019-09-23T00:00:00.000Z,Ir Sais,207934,57
20,2019-09-24T00:00:00.000Z,Ir Sais,207934,57
21,2019-09-26T00:00:00.000Z,Ir Sais,207934,56
22,2019-09-28T00:00:00.000Z,Ir Sais,207934,56
23,2019-09-29T00:00:00.000Z,Ir Sais,207934,56
24,2019-09-30T00:00:00.000Z,Ir Sais,207934,56
25,2019-10-01T00:00:00.000Z,Ir Sais,207934,56
26,2019-10-02T00:00:00.000Z,Ir Sais,207934,56
27,2019-10-03T00:00:00.000Z,Ir Sais,207934,56
28,2019-10-04T00:00:00.000Z,Ir Sais,207934,56
29,2019-10-05T00:00:00.000Z,Ir Sais,207934,56
30,2019-10-06T00:00:00.000Z,Ir Sais,207934,56
31,2019-10-07T00:00:00.000Z,Ir Sais,207934,56
32,2019-10-08T00:00:00.000Z,Ir Sais,207934,56
33,2019-10-10T00:00:00.000Z,Ir Sais,207934,56
34,2019-10-11T00:00:00.000Z,Ir Sais,207934,56
35,2019-10-14T00:00:00.000Z,Ir Sais,207934,56
36,2019-10-15T00:00:00.000Z,Ir Sais,207934,56
37,2019-10-16T00:00:00.000Z,Ir Sais,207934,56
38,2019-10-17T00:00:00.000Z,Ir Sais,207934,56
39,2019-10-18T00:00:00.000Z,Ir Sais,207934,56
40,2019-10-19T00:00:00.000Z,Ir Sais,207934,56
41,2019-10-20T00:00:00.000Z,Ir Sais,207934,56
42,2019-10-21T00:00:00.000Z,Ir Sais,207934,56
43,2019-10-22T00:00:00.000Z,Ir Sais,207934,56
44,2019-10-23T00:00:00.000Z,Ir Sais,207934,56
45,2019-10-24T00:00:00.000Z,Ir Sais,207934,56
46,2019-10-25T00:00:00.000Z,Ir Sais,207934,56
47,2019-10-26T00:00:00.000Z,Ir Sais,207934,56
48,2019-10-27T00:00:00.000Z,Ir Sais,207934,56
49,2019-10-28T00:00:00.000Z,Ir Sais,207934,56
50,2019-10-29T00:00:00.000Z,Ir Sais,207934,56
51,2019-10-30T00:00:00.000Z,Ir Sais,207934,57
52,2019-10-31T00:00:00.000Z,Ir Sais,207934,57
53,2019-11-01T00:00:00.000Z,Ir Sais,207934,57
54,2019-11-02T00:00:00.000Z,Ir Sais,207934,57
55,2019-11-03T00:00:00.000Z,Ir Sais,207934,57
56,2019-11-04T00:00:00.000Z,Ir Sais,207934,57
57,2019-11-05T00:00:00.000Z,Ir Sais,207934,57
58,2019-11-07T00:00:00.000Z,Ir Sais,207934,57
59,2019-11-08T00:00:00.000Z,Ir Sais,207934,57
60,2019-11-09T00:00:00.000Z,Ir Sais,207934,57
61,2019-11-10T00:00:00.000Z,Ir Sais,207934,57
62,2019-11-11T00:00:00.000Z,Ir Sais,207934,57
63,2019-11-12T00:00:00.000Z,Ir Sais,207934,57
64,2019-11-13T00:00:00.000Z,Ir Sais,207934,57
65,2019-11-14T00:00:00.000Z,Ir Sais,207934,57
66,2019-11-15T00:00:00.000Z,Ir Sais,207934,57
67,2019-11-16T00:00:00.000Z,Ir Sais,207934,57
68,2019-11-17T00:00:00.000Z,Ir Sais,207934,57
69,2019-11-18T00:00:00.000Z,Ir Sais,207934,57
70,2019-11-19T00:00:00.000Z,Ir Sais,207934,57
71,2019-11-20T00:00:00.000Z,Ir Sais,207934,57
72,2019-11-21T00:00:00.000Z,Ir Sais,207934,57
73,2019-11-22T00:00:00.000Z,Ir Sais,207934,57
74,2019-11-23T00:00:00.000Z,Ir Sais,207934,57
75,2019-11-24T00:00:00.000Z,Ir Sais,207934,57
76,2019-11-25T00:00:00.000Z,Ir Sais,207934,57
77,2019-11-26T00:00:00.000Z,Ir Sais,207934,58
78,2019-11-27T00:00:00.000Z,Ir Sais,207934,58
79,2019-11-28T00:00:00.000Z,Ir Sais,207934,58
80,2019-11-29T00:00:00.000Z,Ir Sais,207934,58
81,2019-11-30T00:00:00.000Z,Ir Sais,207934,58
82,2019-12-01T00:00:00.000Z,Ir Sais,207934,58
83,2019-12-02T00:00:00.000Z,Ir Sais,207934,58
84,2019-12-03T00:00:00.000Z,Ir Sais,207934,58
85,2019-12-04T00:00:00.000Z,Ir Sais,207934,58
86,2019-12-06T00:00:00.000Z,Ir Sais,207934,58
87,2019-12-08T00:00:00.000Z,Ir Sais,207934,58
88,2019-12-09T00:00:00.000Z,Ir Sais,207934,58
